objectID,userID,objectType,classification,completeness,quantity,broadperiod,periodo,rightCorner,collection,museumID,collectionIdentifier,museumCollection,site,stolenStatus,hoard,discoveryContext,parish,district,country,county,toSearch,fourFigureLat,fourFigureLon,gridRef,dateDiscoveryDay,dateDiscoveryMonth,dateDiscoveryYear,length,width,edge,weight,patina,surface,thickness,other,composition,associations,description,publications,remarks,inputBy,thumbnail,imageURL,flickrURL,Processing,project
BAI-5288,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,,"Ohly, Mr. E. - private,20 Davis Street, London W.1,purchased earlier at an unknown place",,,Private Collection,"England, unprovenanced",,,,,,England,,,,,,,,,,,,,,Dark green patina; many pocks,,,,,"Typology: very slight bev. on sides; 5 ribs within both shields - slight skew,Condition: butt and blade tips blunted - probably recent",,"Archive: PIF; AFI,PRBAF: SI,Ext. CI,Rec. SN Oct. 78,Source: Sb A,Sub. Inf: Only - June 77",Joellen McGann,http://farm8.staticflickr.com/7406/12674185693_288b43158b_z.jpg,http://farm8.staticflickr.com/7406/12674185693_288b43158b_b.jpg,http://www.flickr.com/photos/MicroPasts/12674185693,superuser,drawA9
BAI-5287,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,,"Christie's Sale,14.7.24,459/2,late Earl of Northesk (Rosehill Collection)",,,Private Collection,locality unknown,,,auction,,,,,,,,,,,,162,26,52,,"Has been a greeny grey black, but has been cleaned.",Smooth dark bronze. Good deal hammer marked.,22,"Site: provenance unknown,Width: edge 52mm; middle 26mm; butt 18mm,Thickness: 21.5mm; 6.5mm",,,,,,Joellen McGann,http://farm8.staticflickr.com/7344/12674058125_fc08960851_z.jpg,http://farm8.staticflickr.com/7344/12674058125_fc08960851_b.jpg,http://www.flickr.com/photos/MicroPasts/12674058125,superuser,drawA9
BAI-5285,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,,"Private Collection,1924,H. Mothersole Esq.,Warren House, Roxwell Road,Chelmsford",,,Private Collection,locality unknown,,,,,,,,,,,,,,,171,27,65,455,Dark green.,Fairly smooth on face. The reverse and sides are much pocked showing a lighter green patina and traces of red clay.,7,"Site: provenance unknown,Width: edge 65mm; at section 26.5mm; butt 20mm,Thickness: 7mm; 21.5mm; 65mm; 22mm,Weight: 454.92 gms",,,Beneath the stop are 3 raised ribs with hollows between.,,"Label: formerly in possession of Mr. R. Warner, Bell founder Walton on Naze.",Joellen McGann,http://farm8.staticflickr.com/7366/12674187253_b228f49090_z.jpg,http://farm8.staticflickr.com/7366/12674187253_b228f49090_b.jpg,http://www.flickr.com/photos/MicroPasts/12674187253,superuser,drawA9
BAI-5284,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,III1J,"Private Collection,1924,W. Mothersole Esq.,Warren House, Roxwell Road, Chelmsford",,,Private Collection,"England, locality unknown",,,,,,England,,,,,,,,,122,23,34,267,Olive green: patina has many pock holes in which is a white substances possibly chalk.,"Fairly smooth, a few spots of green encrustment.",27,"Site: provenance unknown,Length: 121.5mm; Width: edge 34mm; at section 23mm; butt 21mm,Thickness: 26.5mm; 26mm; 24.5mm; 6.5mm,Weight: 266.65 gms",,,,,"Bought from a Marine Stores, Chelmsford. In white paint: Essex.",Joellen McGann,http://farm3.staticflickr.com/2860/12674058925_5a6a5232bf_z.jpg,http://farm3.staticflickr.com/2860/12674058925_5a6a5232bf_b.jpg,http://www.flickr.com/photos/MicroPasts/12674058925,superuser,drawA9
BAI-5283,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,,"W. Christopher Martin,George Rd Edgbuston",,,Private Collection,locality unknown,,,,,,,,,,,,,,,170,22,62,,Nearly black,Smooth and scaly,36,"Site: provenance unknown,Width; 62mm at edge;butt 22mm",,,Palstave with angular loop and rounded mid-rib very similar to another in same collection.,,,Joellen McGann,http://farm8.staticflickr.com/7307/12674542764_a9c6e5d1d0_z.jpg,http://farm8.staticflickr.com/7307/12674542764_a9c6e5d1d0_b.jpg,http://www.flickr.com/photos/MicroPasts/12674542764,superuser,drawA9
BAI-5282,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,,"Mr. Christopher Martins Collection,George Road, Birmingham",,,Private Collection,"England, locality unknown",,,,,,England,,,,,,,,,165,23,62,,Rather light green,Smooth,,"Site: provenance unknown,Width: 62mm on cutting edge; butt 23mm",Bronze,,"Smooth skin, midrib somewhat flat on surface and angular, very similar to another in same collection which is 5mm longer than rounded mid rib.",,,Joellen McGann,http://farm4.staticflickr.com/3736/12674542804_95332523cf_z.jpg,http://farm4.staticflickr.com/3736/12674542804_95332523cf_b.jpg,http://www.flickr.com/photos/MicroPasts/12674542804,superuser,drawA9
BAI-5281,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,,"M. Chris Martin,George Road, Edgbaston",,,Private Collection,"England, locality unknown",,,,,,England,,,,,,,,,170,,44,,Deep rich bronze-green,Moderately smooth,,Site: provenance unknown,Bronze,,,,,Joellen McGann,http://farm6.staticflickr.com/5512/12674189433_bc7ec0a742_z.jpg,http://farm6.staticflickr.com/5512/12674189433_bc7ec0a742_b.jpg,http://www.flickr.com/photos/MicroPasts/12674189433,superuser,drawA9
BAI-5280,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,,"Mr. C. Martins,George Rd. Edgbaslon, Bham",,,Private Collection,"England, locality unknown",,,,,,England,,,,,,,,,134,25,52,,,Rough surface,,"Site: provenance unknown,Width: cf. Edge 52mm; Butt 25mm",Bronze,,Check extension not usual.,,,Joellen McGann,http://farm8.staticflickr.com/7357/12674189913_ae6abc49b2_z.jpg,http://farm8.staticflickr.com/7357/12674189913_ae6abc49b2_b.jpg,http://www.flickr.com/photos/MicroPasts/12674189913,superuser,drawA9
BAI-5279,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,,"Sotheby's Sale,19.11.24,630,Collection of W. J. Knowles, MRIA,of Flixton Place, Ballymena",,,Private Collection,locality unknown,,,auction,,,,,,,,,,,,97,21,30,,A little light green.,Bright bronze.,16,"Site: provenance unknown,Width; edge 30mm; middle 21mm,Thickness: butt 16mm; septum 5mm",,,There are two hollows down blade. The sides of socked are very irregular.,,,Joellen McGann,http://farm8.staticflickr.com/7317/12674544614_e1cb7b84a4_z.jpg,http://farm8.staticflickr.com/7317/12674544614_e1cb7b84a4_b.jpg,http://www.flickr.com/photos/MicroPasts/12674544614,superuser,drawA9
BAI-5278,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,,"Sotheby's Sale,19.11.24,629,Collection of W. J. Knowles, MRIA,of Flixton Place, Balymena",,,Private Collection,locality unknown,,,auction,,,,,,,,,,,,79,20,20,,Medium green and golden bronze.,Smooth. But has fairly big pock holes.,14,"Site: provenance unknown,Width; edge 20mm; middle 20mm; butt 19mm,Thickness: 14mm; 1.5mm; 13mm",,,"Sharp butt. Raised decoration below stop, is bright golden bronze.",,,Joellen McGann,http://farm3.staticflickr.com/2812/12674062655_dd909175f4_z.jpg,http://farm3.staticflickr.com/2812/12674062655_dd909175f4_b.jpg,http://www.flickr.com/photos/MicroPasts/12674062655,superuser,drawA9
BAI-5277,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,,"Sotheby's Sale,19.11.24,630,Collection of W.J. Knowles MRIA,of Flexton Place, Ballymena",,,Private Collection,"England, locality unknown",,,auction,,,England,,,,,,,,,90,20,21,,,Pitted. Dull bronze with brown stains.,15,"Site: provenance unknown,Length: 89.5mm,Width: edge 21mm; middle 20mm,Thickness: butt 15mm; septum 3mm",,,Butt is chipped and edge slightly.,,,Joellen McGann,http://farm8.staticflickr.com/7379/12674062955_b260a46967_z.jpg,http://farm8.staticflickr.com/7379/12674062955_b260a46967_b.jpg,http://www.flickr.com/photos/MicroPasts/12674062955,superuser,drawA9
BAI-5276,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,,"Fleming, Mrs. Ian - private (1976),No. 20",20,,Private Collection,"England, unprovenanced",,,,,,England,,,,,,,,,161,49,,,,"Rough, pitted, shades of green, yellowish patches.",,,,,,,"PI,BM(DF),SI,CI",Joellen McGann,http://farm8.staticflickr.com/7374/12674062505_4c6de74170_z.jpg,http://farm8.staticflickr.com/7374/12674062505_4c6de74170_b.jpg,http://www.flickr.com/photos/MicroPasts/12674062505,superuser,drawA9
BAI-5275,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,,"Fleming, Mrs. Ian - private (1976),No. 19",19,,Private Collection,"England, unprovenanced",,,,,,England,,,,,,,,,140,63,,,,"One side fairly smooth, very dark grey; one side pitted with light green [?consion]",,,,,,,"PI,DF(BM),SI,CI",Joellen McGann,http://farm6.staticflickr.com/5496/12674545254_4a75869a49_z.jpg,http://farm6.staticflickr.com/5496/12674545254_4a75869a49_b.jpg,http://www.flickr.com/photos/MicroPasts/12674545254,superuser,drawA9
BAI-5274,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,,"Fleming, Mrs. Ian - private (1976),No. 18",18,,Private Collection,"England, unprovenanced",,,,,,England,,,,,,,,,166,67,,,,"Pitted, dark brown/green, bronze showing this where cleaned, especially blade.",,,,,Rivetted together recently where butt broken off. Black also recently sharpened.,,"PI,DF(BM),SI,CI",Joellen McGann,http://farm4.staticflickr.com/3788/12674545684_509ff5515b_z.jpg,http://farm4.staticflickr.com/3788/12674545684_509ff5515b_b.jpg,http://www.flickr.com/photos/MicroPasts/12674545684,superuser,drawA9
BAI-5273,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,,"Fleming, Mrs. Ian - private (1976),No. 16",16,,Private Collection,"England, unprovenanced",,,,,,England,,,,,,,,,188,69,,,,"Pitted large hole just above stopridge on 1 side. Mottled green, bronze where cleaned.",,,,,Short striatians one side of black.,,"PI,DF(BM),SI,CI",Joellen McGann,http://farm3.staticflickr.com/2889/12674545734_70f1531407_z.jpg,http://farm3.staticflickr.com/2889/12674545734_70f1531407_b.jpg,http://www.flickr.com/photos/MicroPasts/12674545734,superuser,drawA9
BAI-5272,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,,"Fleming, Mrs. Ian - private (1976),No. 10",10,,Private Collection,unprovenanced.,,,,,,,,,,,,,,,103,36,,,,Mottled brown/green.,,,,,Traces of single rib decoration.,,PI; DF(BM);SI;CI,Joellen McGann,http://farm8.staticflickr.com/7317/12674545934_ec24c958ae_z.jpg,http://farm8.staticflickr.com/7317/12674545934_ec24c958ae_b.jpg,http://www.flickr.com/photos/MicroPasts/12674545934,superuser,drawA9
BAI-5271,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,,"Private Collection,S.G. Fenton, Esq.,F5738,33 Cranbourn Street, W.C.,1925",,,Private Collection,"England, locality unknown",,,,,,England,,,,,,,,,140,30,59,,,Smooth. Slightly cleaned. Large pock holes patinated over. Dark green on blade and sides. The septum and decoration on patinated with a lighter shade.,30,"Site: unknown provenance,Width: edge 59mm; middle 30mm; butt 26mm,Thickness: 30mm; 14mm; 26.5mm",,,The sides have been filed. Below stop is a raised decoration with a slight hollow outside it.,,,Joellen McGann,http://farm8.staticflickr.com/7415/12674064695_c8827f4ea4_z.jpg,http://farm8.staticflickr.com/7415/12674064695_c8827f4ea4_b.jpg,http://www.flickr.com/photos/MicroPasts/12674064695,superuser,drawA9
BAI-5270,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,,"Private Collection,75738,S.G. Fenton Esq.,1925,33 Cranbourn Street W.C.",,,Private Collection,"England, locality unknown",,,,,,England,,,,,,,,,93,28,40,,Medium light green. This has been a darker shade.,Pocked all over except septum,21,"Site: provenance unknown,Width: edge 40mm; middle 27.5mm; butt 26mm,Thickness: 21mm; 4mm; 22.5mm; 24.5mm",,,,,,Joellen McGann,http://farm3.staticflickr.com/2861/12674193053_bbbcedae5e_z.jpg,http://farm3.staticflickr.com/2861/12674193053_bbbcedae5e_b.jpg,http://www.flickr.com/photos/MicroPasts/12674193053,superuser,drawA9
BAI-5269,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,,"Private Collection,S.G. Fenton Esq.,5738,33 Cranbourn Street, W.C.",,,Private Collection,"England, locality unknown.",,,,,,England,,,,,,,,,109,29,45,,"Dull olive green, golden bronze shows.","Fairly smooth, some soil on septum",30,"Site: provenance unknown,Width: edge 44.5mm; middle 28.5mm,Thickness: 30mm; 2mm",,,"Part of the butt has been cut away, nearly to the stop.",,,Joellen McGann,http://farm8.staticflickr.com/7341/12674065145_1e3f2dc53f_z.jpg,http://farm8.staticflickr.com/7341/12674065145_1e3f2dc53f_b.jpg,http://www.flickr.com/photos/MicroPasts/12674065145,superuser,drawA9
BAI-5268,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,,"Private Collection,1925,S.G. Fenton, Esq.,F5738,33 Branbourn St. W.L.",,,Private Collection,locality unknown,,,,,,,,,,,,,,,114,29,58,,Grey green and lighter green.,"Smooth, tiny pittings.",38,"Site: provenance unknown,Width: edge 58mm; middle 29mm; butt 27mm,Thickness: 37.5mm; 40.5mm; 4.5mm; 34.5mm",,,Very prominent cast marks. Wings are broken.,,,Joellen McGann,http://farm8.staticflickr.com/7366/12674065665_76c870702b_z.jpg,http://farm8.staticflickr.com/7366/12674065665_76c870702b_b.jpg,http://www.flickr.com/photos/MicroPasts/12674065665,superuser,drawA9
BAI-5267,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,,"Private Collection,S.G. Fenton Esq.,F5738,33 Cranbourn St. W.C.,1925",,,Private Collection,locality unknown,,,,,,,,,,,,,,,128,27,55,,Remains of dark green on blade. The remainder is golden bronze.,"Fairly smooth. Blade badly pocked, especially round edge.",28,"Site: provenance unknown,Width: edge 55m; middle 27mm; butt 25mm,Thickness: 28.25mm; 11mm; 29mm",,,"Hallows at A and B, sides are filed (towards the butt).",,,Joellen McGann,http://farm6.staticflickr.com/5519/12674548814_2de9fc48c3_z.jpg,http://farm6.staticflickr.com/5519/12674548814_2de9fc48c3_b.jpg,http://www.flickr.com/photos/MicroPasts/12674548814,superuser,drawA9
BAI-5265,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,,"Private Collection,R.S. Downs Esq., High Wycombe",,,Private Collection,"England, locality unknown",,,,,,England,,,,,,,,,128,29,27,102,,"Some pits and flaws due to faulty casting. Possibly the butt has been subjected to heat, hence the twist. It appears to have been sharpened and worn down, which is not of recent origin could scarcely have been hafted in its present condition.",5,"Site: unknown provenance,Width: edge 26.5mm; middle 28.5mm; butt 15mm,Thickness: 5mm; 11.5mm,Weight: 102.32 gms",,,General condition is good.,,,Joellen McGann,http://farm3.staticflickr.com/2817/12674195403_ae88ceb08c_z.jpg,http://farm3.staticflickr.com/2817/12674195403_ae88ceb08c_b.jpg,http://www.flickr.com/photos/MicroPasts/12674195403,superuser,drawA9
BAI-5264,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,,"Private Collection,No. 3,J.W. Clarke Esq. Bridwell, near Uffenlane, Devon",,,Private Collection,"England, locality unknown",,,,,,England,,,,,,,,,138,26,47,358,,"Slightly pitted and a green powdery covering, with red clay adhering in places.",19,"Site: provenance unknown,Width: edge 47mm; middle 26mm,Thickness: centre 19mm; 9mm,Weight: 357.91 gms",,,,,,Joellen McGann,http://farm8.staticflickr.com/7426/12674070675_5d2277ec4d_z.jpg,http://farm8.staticflickr.com/7426/12674070675_5d2277ec4d_b.jpg,http://www.flickr.com/photos/MicroPasts/12674070675,superuser,drawA9
BAI-5263,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,,"Private Collection,1923,18,From the Collection of the late George Shaw, Esq. of St. Chad's Saddleworth,Now in possession of Mr. Chadderton of Greenfield,Collected about 1850.",,,Private Collection,"England, locality unknown",,,,,,England,,,,,,,,,115,26,41,238,,,5,"Site: provenance unknown,Length: 114.5 mm,Width: edge 41mm; middle 26mm; butt 24mm,Thickness: 4.5mm; 27.5mm",,,,,,Joellen McGann,http://farm8.staticflickr.com/7401/12674070645_50fc59e72f_z.jpg,http://farm8.staticflickr.com/7401/12674070645_50fc59e72f_b.jpg,http://www.flickr.com/photos/MicroPasts/12674070645,superuser,drawA9
BAI-5262,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,,"Private Collection,1923,19,From the collection of the late George Shaw, Esq. of St. Chad's Saddleworth,Now in possession of Mr. Chadderton of Greenfield,Collected about 1850",,,Private Collection,"England, locality unknown",,,,,,England,,,,,,,,,178,24,67,477,Heavy patina,,6,"Site: provenance unknown,Width: edge 67mm; middle 24mm; butt 17mm,Thickness 6mm; 30mm",,,,,,Joellen McGann,http://farm6.staticflickr.com/5500/12674070665_630d64d675_z.jpg,http://farm6.staticflickr.com/5500/12674070665_630d64d675_b.jpg,http://www.flickr.com/photos/MicroPasts/12674070665,superuser,drawA9
BAI-5261,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,,"Private Collection 1923, From the collection of the late George Shaw Esq. of St. Chad's Saddleworth now in the possession of Mr. Chadderton of Greenfield., Collected about 1850.",,,Private Collection,locality unknown,,,,,,,,,,,,,,,124,19,45,86,heavy,,17,"Width: edge 44.5; middle 19; butt 13,  Thickness: 17; 2.5,  Weight: 85.5 grams",Thin and broken,,,,,Joellen McGann,http://farm4.staticflickr.com/3691/12674552644_30ed9dd313_z.jpg,http://farm4.staticflickr.com/3691/12674552644_30ed9dd313_b.jpg,http://www.flickr.com/photos/MicroPasts/12674552644,superuser,drawA9
BAI-5260,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,,"Private Collection,1923,20,From the Collection of the late George Shaw Esq, of St. Chad's Saddleworth,Now in possession of Mr. Chadderton of Greenfield,Collected about 1850.",,,Private Collection,"England, locality unknown",,,,,,England,,,,,,,,,127,26,54,372,,,5,"Site: provenance unknown,Width: 53.5mm; middle 26mm; butt 25mm,Thickness: 4.5mm; 34mm",,,,,,Joellen McGann,http://farm4.staticflickr.com/3741/12674553784_6e12c0c9a7_z.jpg,http://farm4.staticflickr.com/3741/12674553784_6e12c0c9a7_b.jpg,http://www.flickr.com/photos/MicroPasts/12674553784,superuser,drawA9
BAI-5259,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,,"Private Collection,1923,53,From the Collection fo the late George Shaw, Esq. of St. Chad's Saddleworth,Now in possession of Mr. Chadderton of Greenfield.,Collected about 1850",,,Private Collection,"England, locality unknown",,,,,,England,,,,,,,,,178,27,76,623,,,11,"Site: provenance unknown,Length: 177.5mm,Width: edge 76 mm; middle 27mm; butt 21mm,Thickness: 10.5mm; 34mm",,,,,,Joellen McGann,http://farm4.staticflickr.com/3720/12674553874_f2a90aab48_z.jpg,http://farm4.staticflickr.com/3720/12674553874_f2a90aab48_b.jpg,http://www.flickr.com/photos/MicroPasts/12674553874,superuser,drawA9
BAI-5258,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,,"Private Collection,1923,23,From the Collection of the Late George Shaw Esq. of St. Chad's Saddleworth,Now in possession of Mr. Chadderton of Greenfield,Collected about 1850.",,,Private Collection,"England, locality unknown",,,,,,England,,,,,,,,,95,21,43,182,,,4,"Site: provenance unknown,Width: edge 42.5mm; butt 21mm,Thickness: 4mm; 23mm",,,,,,Joellen McGann,http://farm8.staticflickr.com/7433/12674554044_a685f7a5f9_z.jpg,http://farm8.staticflickr.com/7433/12674554044_a685f7a5f9_b.jpg,http://www.flickr.com/photos/MicroPasts/12674554044,superuser,drawA9
BAI-5257,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,,"Private Collection,1923,22,From the collection of the late George Shaw, Esq. of St. Chad's Saddleworth,Now in possession of Mr. Chadderton of Greenfield,Collected about 1850",,,Private Collection,"England, locality unknown",,,,,,England,,,,,,,,,165,24,73,452,,,8,"Site: provenance unnknown,Width: edge 73mm; middle 24mm; butt 19mm,Thickness: 7.5mm; 34mm",,,,,,Joellen McGann,http://farm4.staticflickr.com/3714/12674201073_fbf1637a0c_z.jpg,http://farm4.staticflickr.com/3714/12674201073_fbf1637a0c_b.jpg,http://www.flickr.com/photos/MicroPasts/12674201073,superuser,drawA9
BAI-5256,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,,"Private Collection,1923,36,From the Collection of the late George Shaw Esq. of St. Chad's Saddleworth,Now in possession of Mr. Chadderton of Greenfield,Collected about 1850",,,Private Collection,"England, locality unknown",,,,,,England,,,,,,,,,133,31,54,476,,Much corroded.,11,"Site: provenance unknown,Width: edge 54mm; middle 31mm; butt 26mm,Thickness: 11mm; 34mm",,,"A brass-like appearance, evidently golden bronze.",,,Joellen McGann,http://farm3.staticflickr.com/2890/12674201333_63a73cf133_z.jpg,http://farm3.staticflickr.com/2890/12674201333_63a73cf133_b.jpg,http://www.flickr.com/photos/MicroPasts/12674201333,superuser,drawA9
BAI-5255,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,,"Private Collection,1923,21,From the collection of the late George Shaw, Esq. of St. Chad's Saddleworth,Now in possession of Mr. Chadderton of Greenfield,Collected about 1850.",,,Private Collection,"England, locality unknown",,,,,,England,,,,,,,,,114,23,52,266,,,8,"Site: provenance unknown,Width: edge 52mm; middle 23mm; butt 22mm,Thickness: 8mm; 32mm",,,,,,Joellen McGann,http://farm6.staticflickr.com/5508/12674073075_2a8e5cf0dd_z.jpg,http://farm6.staticflickr.com/5508/12674073075_2a8e5cf0dd_b.jpg,http://www.flickr.com/photos/MicroPasts/12674073075,superuser,drawA9
BAI-5254,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,,"Private Collection,1923,27,From the Collection of the late George Shaw, Esq. of St. Chad's Saddleworth,Now in possession of Mr. Chadderton of Greenfield,Collected about 1850.",,,Private Collection,"England, locality unknown",,,,,,England,,,,,,,,,108,27,45,298,,,21,"Site: provenance unknown,Width: edge 44.5mm; butt 27mm,Thickness: middle 21mm; ridge 5mm",,,"Damaged and with edge squared and blunted to 3/16"" thick.",,Label: illegible.,Joellen McGann,http://farm4.staticflickr.com/3804/12674555474_8b0248c5ab_z.jpg,http://farm4.staticflickr.com/3804/12674555474_8b0248c5ab_b.jpg,http://www.flickr.com/photos/MicroPasts/12674555474,superuser,drawA9
BAI-5253,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,,"Private Collection,1923,34,From the Collection of the late George Shaw, Esq. of St. Chad's Saddleworth.,Now in the possession of Mr. Chadderton of Greenfield,Collected about 1850.",,,Private Collection,"England, locality unknown",,,,,,England,,,,,,,,,100,23,54,215,,,19,"Site: unknown provenance,Width: edge 54mm; middle 23mm; butt 19.5,Thickness: 19mm; 10mm",,,,,,Joellen McGann,http://farm4.staticflickr.com/3768/12674073705_3037c916db_z.jpg,http://farm4.staticflickr.com/3768/12674073705_3037c916db_b.jpg,http://www.flickr.com/photos/MicroPasts/12674073705,superuser,drawA9
BAI-5252,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,,"Private Collection,1923,35,From the Collection of the Late Geo. Shaw Esq. of St. Chad's Saddleworth,Now in possession of the Chadderton of Greenfield,Collected about 1850.",,,Private Collection,"England, locality unknown",,,,,,England,,,,,,,,,124,27,51,324,,,4,"Site: unknown provenance,Width; edge 51mm; middle 27mm; butt 27mm,Thickness: 4mm; 29mm",,,,,,Joellen McGann,http://farm8.staticflickr.com/7446/12674556304_1e9a17941c_z.jpg,http://farm8.staticflickr.com/7446/12674556304_1e9a17941c_b.jpg,http://www.flickr.com/photos/MicroPasts/12674556304,superuser,drawA9
BAI-5251,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,,"Private Collection,1923,17,From the Collection of the late Geo. Shaw Esq. of St. Chad's Saddleworth,Now in the possession of Mr. Chadderton of Greenfield,Collected about 1850.",,,Private Collection,"England, locality unknown",,,,,,England,,,,,,,,,159,21,67,425,,,5,"Site: provenance unknown,Width: edge 66.5mm; middle 21mm; butt 21mm,Thickness: 4.5mm; 23mm",,,,,"Stamped ""J 775"" and has been filed.",Joellen McGann,http://farm6.staticflickr.com/5505/12674203403_3be2b08d13_z.jpg,http://farm6.staticflickr.com/5505/12674203403_3be2b08d13_b.jpg,http://www.flickr.com/photos/MicroPasts/12674203403,superuser,drawA9
BAI-5250,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,,"Private Collection,1923,24,From the Collection of the late Geo. Shaw Esq. of Chad's Saddleworth,Now in possession of Mr. Chadderton of Greenfield,Collected about 1850.",,,Private Collection,"England, locality unknown",,,,,,England,,,,,,,,,140,33,57,477,,,40,"Site: provenance unknown,Width: edge 57mm; middle 33m; butt 31mm,Thickness: 40mm; 4.5mm",,,,,,Joellen McGann,http://farm4.staticflickr.com/3762/12674556994_4971052e4d_z.jpg,http://farm4.staticflickr.com/3762/12674556994_4971052e4d_b.jpg,http://www.flickr.com/photos/MicroPasts/12674556994,superuser,drawA9
BAI-5249,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,,"Private Collection,1923,29,From the Collection of late Geo. Shaw Esq. of St. Chad's Saddleworth,Now in possession of Mr. Chadderton of Greenfield,Collected about 1850.",,,Private Collection,"England, locality unknown",,,,,,England,,,,,,,,,143,30,61,539,,,32,"Site: provenance unknown,Width: edge 60.5mm; middle 30mm; butt 27mm,Thickness: 32mm; 7.5mm",,,,,,Joellen McGann,http://farm8.staticflickr.com/7397/12674075325_6895c684a3_z.jpg,http://farm8.staticflickr.com/7397/12674075325_6895c684a3_b.jpg,http://www.flickr.com/photos/MicroPasts/12674075325,superuser,drawA9
BAI-5248,190,Palstave,,,,Bronze Age,p0gjgrs6qb2,Collected about 1850,Private - from the collection of the late geo. Shaw Esq of St Chad's Saddleworth now in possession of Mr Chadderton of Greenfield 1923. 25.,,,Private Collection,locality unknown,,,,,,,,,,,,,,1850,108,24 middle and butt,38,228,,,6. 24,,labelled brass,,,,,Caroline,http://farm8.staticflickr.com/7392/12674203863_360895e6e2_z.jpg,http://farm8.staticflickr.com/7392/12674203863_360895e6e2_b.jpg,http://www.flickr.com/photos/MicroPasts/12674203863,most detailed record,drawA9
BAI-5247,433,Palstave,,,,Bronze Age,p0gjgrs6qb2,,"Private Collection,1923,51,From the collection of the late Geo. Shaw Esw. of St. Chad's Saddleworth,Now in possession of Mr. Chadderton of Greenfield collected about 1850.",,,Private Collection,"England, locality unknown",,,,,,England,,,,,,,,,132,20,58,385,,,6,"Site: unknown provenance,Length: 131.5mm; edge 58mm; middle 20mm; butt 20mm,Thickness: 6mm; 29mm",,,,,,Joellen McGann,http://farm3.staticflickr.com/2818/12674558114_99d9c59084_z.jpg,http://farm3.staticflickr.com/2818/12674558114_99d9c59084_b.jpg,http://www.flickr.com/photos/MicroPasts/12674558114,superuser,drawA9
BAI-5245,,Palstave,,,,Bronze Age,p0gjgrs6qb2,II3C?,CA Bradford Esq. Hemel Hempstead,,,Private Collection,no locality - british (bc 1500),,,,,,,,,,,,,,,160,47,22,366.18,Bronze [illegible] slightly [illegible] blade,Fairly smooth slt. corrosion of light green rust colour. Pitted all over. Some brownish olive green.,7.5,,Bronze,,,,,Anon.,http://farm4.staticflickr.com/3719/12674076825_62c97d0a14_z.jpg,http://farm4.staticflickr.com/3719/12674076825_62c97d0a14_b.jpg,http://www.flickr.com/photos/MicroPasts/12674076825,most detailed record,drawA9
BAI-5244,181,Palstave,,,,Bronze Age,p0gjgrs6qb2,I1R,"Private Collection,CA Bradford Esq FSA,Hemel Hempstead.",,,Private Collection,"no locality,british. (bc 1500)",,,,,,,,,,,,,,,159,,67,434.78,dark green showing through the encrustment,rather roiugh. Dark green encrustment all over. Traces of gravelly earth all over. Blade slightly pitted,,,,,,,,Cheryl Ellsworth,http://farm8.staticflickr.com/7332/12674558664_be41f11894_z.jpg,http://farm8.staticflickr.com/7332/12674558664_be41f11894_b.jpg,http://www.flickr.com/photos/MicroPasts/12674558664,most detailed record,drawA9
